event,Mw,PGA,GWT,y,crit_FS,crit_depth,qc1Ncs_crit,Ic_crit,sev_crit,n_liq_layers,LPI,crit_FS_capped
Loma Prieta,6.93,0.36,4.9,1,0.3208636828990063,11.84,50.6455248509856,1.8036814607508806,135.57772151360368,850,19.306684820585314,0.3208636828990063
Loma Prieta,6.93,0.36,4.9,1,0.35610458900303377,12.81,65.40059974293717,1.677038288910422,142.7804454427104,960,18.260648228955652,0.35610458900303377
Loma Prieta,6.93,0.36,3.0,0,0.3602021319899679,12.9,79.87681552139594,1.5906871968353578,134.0703977144638,574,11.928147954722668,0.3602021319899679
Loma Prieta,6.93,0.28,1.9,0,0.3762217291886844,11.88,62.43845957025159,1.8383164019084042,118.82502329173381,1053,7.421206989959911,0.3762217291886844
Borah Peak,6.88,0.5,0.8,1,0.1938236449797857,9.780000000000001,62.00543054881709,1.946456554493978,94.50272533245563,786,12.450738310242267,0.1938236449797857
Borah Peak,6.88,0.5,2.4,1,0.3590766834091845,3.42,84.95866619512014,2.2441364894304567,57.86791345955293,620,2.226547277953021,0.3590766834091845
Borah Peak,6.88,0.5,6.8,1,0.3984104231985074,12.75,100.71435978170021,2.4195261194896105,181.73183726855888,562,1.7025634940398646,0.3984104231985074
Loma Prieta,6.93,0.28,1.7,0,0.32163696825845955,13.629999999999999,51.9062023800104,1.8290092297358027,110.52682887440929,1151,10.411093794946694,0.32163696825845955
Emilia,6.1,0.6,3.0,1,0.2083816128651812,9.040000000000001,63.477191100332625,1.72753607160413,92.30373809435393,702,28.24366726175033,0.2083816128651812
Kocaeli,7.51,0.4,1.5,1,0.27206488748951696,9.76,84.67799947064321,2.5252044283090536,89.15299554099214,1069,14.889124175808218,0.27206488748951696
Victoria (Mexicali),6.33,0.19,2.3,0,0.6933464492489191,5.3,70.05042543358137,1.6886656253567944,56.32778124092602,104,1.5993418179520107,0.6933464492489191
Victoria (Mexicali),6.33,0.19,2.2,1,0.7133096397697242,4.33,66.74341559758811,2.532579607374118,49.464188021119575,326,2.54496067036559,0.7133096397697242
Victoria (Mexicali),6.33,0.19,2.0,1,0.5354295625156862,9.950000000000001,54.44693785009196,1.7654379335494748,89.7892081852095,604,7.225962410906549,0.5354295625156862
Victoria (Mexicali),6.33,0.19,2.2,1,0.5493102445949097,9.94,56.304114054356226,1.750186340177423,89.35304311332341,462,4.398746944540543,0.5493102445949097
Victoria (Mexicali),6.33,0.19,2.0,1,0.5317781623258154,9.440000000000001,53.36939463100218,1.7759235463162326,86.49454763879932,407,4.584479374487174,0.5317781623258154
Hyogoken-Nambu,6.9,0.37,2.0,1,0.302176353919273,11.610000000000001,76.61960859005062,2.4054818113166005,99.10699905763657,652,24.760976981571545,0.302176353919273
Kocaeli,7.51,0.4,1.7,1,0.26567061821640675,7.34,70.10934908420248,1.8021737684500605,79.04019090135795,1674,19.847008503520698,0.26567061821640675
Kocaeli,7.51,0.4,2.5,0,0.3292615864974059,9.2,92.45437680537412,1.8027767136900175,101.34535991743157,943,12.877119327643708,0.3292615864974059
Kocaeli,7.51,0.4,0.5,1,0.19886248457985448,2.45,52.76042502449691,1.9237563180121555,18.56479891306847,886,28.573054829128765,0.19886248457985448
Edgecumbe,6.6,0.39,3.5,1,0.3763411460647195,9.32,82.008017678469,2.22339125111846,107.71444135752213,600,9.039019378041719,0.3763411460647195
Kocaeli,7.51,0.4,0.5,1,0.1904356883343446,2.7600000000000002,48.08382002285484,1.8637775877322624,21.076039818728457,1074,31.85023139832278,0.1904356883343446
Loma Prieta,6.93,0.36,4.8,1,0.9159761382636395,17.889999999999997,141.49876255975659,1.372147706124692,239.09613187622074,210,0.009747594007340113,0.9159761382636395
Loma Prieta,6.93,0.36,4.8,1,0.42563441819437137,9.32,81.50867880822182,1.7987748595279522,115.13537150792521,604,13.814742895454156,0.42563441819437137
Loma Prieta,6.93,0.36,4.2,1,0.37507991271506885,13.83,76.66862495362352,2.5763381225681337,149.2918510367918,795,17.691774019401606,0.37507991271506885
Hyogoken-Nambu,6.9,0.65,3.1,0,0.22599858054731006,6.69,79.98546834736216,1.8894460851626684,90.70468287408522,1126,10.905177270273231,0.22599858054731006
Kocaeli,7.51,0.4,0.5,1,0.20416332443132892,2.17,47.21728361558916,1.792215281389071,18.38719588398009,989,33.97085173673094,0.20416332443132892
Edgecumbe,6.6,0.43,0.5,1,0.217476275444572,3.44,63.84419567791074,1.7492992483791814,28.42523526773728,689,26.270559305675675,0.217476275444572
Edgecumbe,6.6,0.43,0.9,0,0.3974345301251391,1.87,93.44413351697618,1.7162767605705018,23.750018739276726,522,2.832813416562402,0.3974345301251391
Loma Prieta,6.93,0.34,5.0,1,0.42710310219624487,7.55,64.52612992735001,1.8783703911888625,104.69155995555158,641,10.40811041358205,0.42710310219624487
