case,earthquake,site,liquefied_raw,data_class,crit_depth_m,water_depth_ft,sigma_v_psf,sigma_eff_psf,rd,amax_g,Mw,CSR_cetin,FC,N1_60,N1_60cs,sigma_eff_kpa,sigma_v_kpa,y,CSR_mine,CRR_BI2014,FS_BI2014,pred_liq,score_liq
149.0,1993 Kushiro-Oki Mw=8,Kushiro Port Seismo St.,Yes,A,3.5999999999999996,6.561679790026246,1377.9527559055118,1050.3937007874015,0.9925686338769043,0.39974992182613367,7.6,0.3383331172764449,5.0,25.437962636020238,26.093147066936808,50.293122340629914,65.97673470472441,1.0,0.3383331172764449,0.3413542933536639,1.0089295901670496,0,0.9911494416913957
150.0,1993 Kushiro-Oki Mw=8,Kushiro Port Site A,Yes,A,5.25,6.561679790026246,2021.817585301837,1356.4632545931756,0.9615493223631153,0.39974992182613367,7.6,0.37239791973884895,2.0,16.514278658128006,17.09495963965731,64.94781181825786,96.80514943282479,1.0,0.37239791973884895,0.1817926390780861,0.48816770836306395,1,2.048476338906612
152.0,1994 Northridge Mw=6.7,Balboa Blv. Unit C,Yes,B,9.0,23.62204724409449,3336.6141732283463,2968.1102362204724,0.71,0.693,6.7,0.3595264972144846,48.0,19.043691288322066,23.256283851239115,142.11388655397639,159.75795046358266,1.0,0.3595264972144846,0.28580100745784787,0.7949372568424242,1,1.2579609162767222
153.0,1994 Northridge Mw=6.7,Potrero Canyon C1,Yes,B,6.499999999999999,10.826771653543306,2503.280839895013,1848.1627296587924,0.7935746165006407,0.3988734135035826,6.7,0.2786798587326604,44.5,10.821417108203537,14.553477804661583,88.49050998539369,119.85773471358266,1.0,0.2786798587326603,0.1684196842743375,0.6043482476281278,1,1.6546751048334762
154.0,1994 Northridge Mw=6.7,Wynne Ave. Unit C1,Yes,A,6.25,13.670166229221348,2358.1036745406823,1931.5944881889764,0.86,0.54,6.7,0.36851273885350316,42.4,11.385771566569353,15.150814658807722,92.48524418430118,112.9066144500492,1.0,0.3685127388535032,0.173980761924032,0.4721160046334124,1,2.118123491230673
158.0,1995 Hyogoken-Nambu ML=7.2,Ashiyama C-D-E (Marine Sand),Yes,B,8.75,11.48293963254593,3416.1745406824143,2341.3713910761153,0.740759102885552,0.4,6.9,0.28100890930945294,2.0,12.607917582871977,13.155984525694874,112.10546838577756,163.56732145546258,1.0,0.28100890930945294,0.14768180506987563,0.5255413624884232,1,1.9027998010756544
157.0,1995 Hyogoken-Nambu ML=7.2,Ashiyama C-D-E (Mountain Sand 2),Yes,B,12.999999999999998,11.48293963254593,5159.120734908136,3214.2388451443567,0.5885372769268106,0.4,6.9,0.24560933517559103,18.0,5.62714103250356,7.390366107445449,153.8985880719488,247.0200364837598,1.0,0.245609335175591,0.10017019407260551,0.4078435943853349,1,2.4519203286914677
169.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 11,Yes,B,6.75,4.757217847769028,2609.9081364829394,1524.8687664041995,0.6715087666145356,0.5,6.9,0.3735319887873951,5.0,7.720871701936851,8.228136911266548,73.0111113239567,124.96307728001968,1.0,0.3735319887873951,0.11278304177207081,0.30193676889146986,1,3.3119517164848733
171.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 13,Yes,B,6.499999999999999,7.545931758530183,2596.7847769028867,1736.9422572178476,0.8664506561935346,0.5,6.9,0.4209958080023126,15.0,12.04163065205693,13.671647765663073,83.16524496994093,124.33472742568895,1.0,0.4209958080023126,0.15716308462512038,0.37331270677226563,1,2.678719427062086
173.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 15,Yes,B,5.775,11.975065616797899,2068.979658792651,1633.9402887139108,0.8642086436872383,0.5,6.9,0.3556493392414257,4.666666666666667,19.613243340617952,20.21979744348894,78.2334840507628,99.0632817218258,1.0,0.3556493392414257,0.23904061676608646,0.6721244506623933,1,1.4878197021615238
175.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 17,Yes,B,4.5,2.4606299212598426,1747.0472440944884,979.3307086614175,0.950808268315285,0.5,6.9,0.5512537887280201,5.0,21.193892678989847,21.813643554435046,46.89060787942914,83.6490743577756,1.0,0.55125378872802,0.2841842827485096,0.5155235003540658,1,1.9397757799851834
182.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 24,Yes,B,3.5000000000000004,7.70997375328084,1339.4028871391076,1103.969816272966,0.9836820874145454,0.5,6.9,0.38787532753059867,0.0,24.77273278258464,25.422363238389686,52.858360620935045,64.13095700762796,1.0,0.38787532753059867,0.3829175012825558,0.9872179901732684,1,1.0129475049623926
186.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 28,Yes,B,4.0,5.741469816272965,1554.2979002624672,1093.6679790026246,0.961389612301169,0.4,6.9,0.3552397344988646,8.0,21.46361200039197,22.458816400916586,52.36510598528543,74.4201858722933,1.0,0.35523973449886453,0.2973491171780512,0.837037888223626,1,1.194689050602255
187.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 29,Yes,B,3.7499999999999996,6.561679790026246,1439.4685039370079,1081.2007874015746,0.9786373692121513,0.4,6.9,0.33875908934266785,0.0,17.997324846064902,18.590387715710783,51.76817362367125,68.9221246468996,1.0,0.3387590893426678,0.2253167955508473,0.665123985272409,1,1.503479083813883
192.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 34,Yes,B,7.000000000000001,5.905511811023622,2752.6246719160104,1688.0577427821522,0.8828202430154093,0.4,6.9,0.3742875064358653,9.285714285714286,23.487466797147814,24.673995045427038,80.82464176255905,131.79638194586613,1.0,0.3742875064358652,0.3369060248297327,0.9001262907167382,1,1.110955218521321
193.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 35,Yes,B,4.5,6.725721784776902,1744.5866141732286,1243.0118110236222,0.9461626552337843,0.5,6.9,0.4315851014178572,6.25,17.663290245147238,18.401132781762204,59.515727327568904,83.53125876008859,1.0,0.4315851014178573,0.21891646290300376,0.5072382299199216,1,1.9714602350810018
195.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 37,Yes,B,5.0,13.123359580052492,1984.9081364829397,1780.1837270341207,0.9140357215787258,0.35,6.9,0.2318569694596238,0.0,22.480559358802356,23.111052558392515,85.23565773996063,95.03791546751968,1.0,0.2318569694596238,0.2926101335283281,1.2620286300226313,0,0.7923750509384779
196.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 38,Yes,B,8.0,9.84251968503937,3182.4146981627296,2158.7926509186354,0.8531368787233521,0.5,6.9,0.40874073102969105,5.0,18.31007568469892,18.905749697493157,103.36355103740159,152.37483967519685,1.0,0.40874073102969105,0.2113544738888715,0.5170868911361776,1,1.933910948318055
199.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 41,Yes,B,4.125,6.561679790026246,1492.782152230971,1057.742782152231,0.9554075207067375,0.4,6.9,0.3505729209044883,0.0,14.880601497545525,15.447642979519475,50.64499825905512,71.4747959301181,1.0,0.3505729209044883,0.1846396831058946,0.5266798206476383,1,1.8986867557795128
200.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 42,Yes,B,5.0,3.7729658792650915,1930.7742782152231,1142.5853018372702,0.7815137206879278,0.4,6.9,0.3433624717235969,10.0,10.675185416084595,11.739046708141439,54.707280067303145,92.44597231840551,1.0,0.3433624717235969,0.14523156067078513,0.42296864867542944,1,2.364241423404795
201.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 43,Yes,B,4.7,7.0538057742782145,1709.3175853018374,1187.2703412073492,0.958551070323203,0.35,6.9,0.313956731479312,20.0,14.802742818714172,17.068308591717873,56.84681132129922,81.84256852657481,1.0,0.313956731479312,0.20196279654153737,0.6432822624631177,1,1.5545275508934688
202.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 44,Yes,B,4.0,5.085301837270341,1443.5695538057744,941.994750656168,0.9009690385612673,0.4,6.9,0.35898181252232164,5.0,7.601217096607239,8.10748331484153,45.102952543858265,69.11848397637796,1.0,0.35898181252232164,0.11638591784511407,0.32421118225279766,1,3.0844093440930993
163.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 5,Yes,B,8.750000000000002,9.908136482939632,3345.8005249343837,2172.729658792651,0.6957698854084237,0.35,6.9,0.24374817950260116,1.25,6.964295081947473,7.465243665984901,104.0308585827008,160.1977953616142,1.0,0.24374817950260116,0.10408142964011899,0.4270039261524342,1,2.3418988415647832
165.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 7,Yes,B,2.8000000000000003,10.36745406824147,998.6876640419947,1072.3884514435695,0.9858552951781162,0.4,6.9,0.2387064084193329,0.0,22.33190500567739,22.96115709653917,51.346236696488184,47.81742391456693,1.0,0.2387064084193329,0.3100121063387288,1.298717149621446,0,0.7699906021041479
166.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 8,Yes,B,5.0,9.678477690288714,1808.5629921259842,1388.8779527559054,0.9608212691357777,0.5,6.9,0.40662635650345286,0.0,23.998778680638964,24.641947427310736,66.49983595845472,86.59446429995079,1.0,0.40662635650345286,0.3460680035088697,0.8510712549099877,1,1.174989748779335
167.0,1995 Hyogoken-Nambu ML=7.2,Kobe No 9,Yes,B,4.299999999999999,9.087926509186351,1531.4960629921256,1218.267716535433,0.8900220155114785,0.5,6.9,0.3636279514963762,2.3333333333333335,12.379251419613011,12.925409238584912,58.33097367722834,73.32842800039369,1.0,0.3636279514963763,0.1555321927723633,0.42772342481464404,1,2.337959396152677
203.0,1995 Hyogoken-Nambu ML=7.2,Port Island Borehole Array Station,Yes,B,7.6000000000000005,7.874015748031495,2998.6876640419946,1934.1207349081365,0.7151853367782918,0.34,6.9,0.24505215585085202,20.0,7.127420434451482,9.13666247649225,92.60620153125984,143.57794171456692,1.0,0.24505215585085205,0.11725871641859988,0.4785051411258261,1,2.0898417050383236
207.0,1995 Hyogoken-Nambu ML=7.2,Port Island Site I,Yes,B,10.0,9.84251968503937,3838.5826771653547,2405.511811023622,0.7768999816020904,0.34,6.9,0.2739812169160564,20.0,11.069296090063693,13.210180325676703,115.17652829881891,183.7923323917323,1.0,0.27398121691605637,0.14774218740514972,0.5392420293191691,1,1.8544548563148355
208.0,1995 Hyogoken-Nambu ML=7.2,Rokko Island Building D,Yes,B,7.500000000000001,13.123359580052492,2878.9370078740158,2162.4015748031497,0.9313369100634872,0.4,6.9,0.3223858534835148,25.0,17.615561228560725,20.56493893760328,103.53634724734253,137.8442492937992,1.0,0.3223858534835148,0.23579490832021996,0.7314058783050086,1,1.3672299193403297
209.0,1995 Hyogoken-Nambu ML=7.2,Rokko Island Site G,Yes,B,11.5,13.123359580052492,4396.325459317585,2860.8923884514434,0.7219262567707002,0.34,6.9,0.2451734422936642,20.0,12.50458149090005,14.693398268042955,136.98026824409447,210.4972012007874,1.0,0.2451734422936642,0.15827755559908482,0.6455738195717907,1,1.5490095318042794
210.0,1995 Hyogoken-Nambu ML=7.2,Torishima Dike,Yes,B,4.75,0.0,1792.1587926509187,819.7178477690289,0.8054836775252759,0.25,6.9,0.2861687495010189,20.0,15.170104379248983,17.447938495013336,39.248302776131894,85.80902698203741,1.0,0.2861687495010189,0.21270185567159744,0.7432742255836015,1,1.3453984620747794
12.0,1964 Niigata M=7.5,Rail Road-2,No/Yes,B,10.0,3.0,4056.0498687664044,2196.0057742782155,0.7668663206791111,0.16,7.6,0.14730680578420596,2.0,17.146429598873908,17.73238838111149,105.14532501833592,194.20471782784648,,0.14730680578420596,0.17778412167712676,1.2068968621692056,0,0.8285712154414411
28.0,1976 Guatemala M=7.5,Amatitlan B-2,No/Yes,B,4.2672,8.0,1020.0,645.6,0.8186008645936232,0.135,7.5,0.11348957618564476,3.0,9.307785855245408,9.828300141816731,30.91149514584,48.837864078,,0.11348957618564476,0.12855798747583497,1.1327735268439236,0,0.8827889920645917
9.0,1964 Niigata M=7.5,Old Town -1,No,A,7.500000000000001,6.0,2985.7874015748034,1824.7543307086614,0.8725716821159595,0.18,7.6,0.16704806697307747,2.0,22.326228611642254,22.955433310537135,87.36970978322692,142.96027380775985,0.0,0.16704806697307745,0.24894533304228034,1.4902616806838114,0,0.6710230914218681
10.0,1964 Niigata M=7.5,Old Town -2,No,B,11.500000000000002,6.0,4626.2073490813655,2646.276640419948,0.743061637612053,0.18,7.6,0.15198493886826134,2.0,26.689872254050396,27.355508823914896,126.7044106643293,221.50400559909846,0.0,0.1519849388682613,0.3349412799883601,2.203779417108448,0,0.4537659224134545
14.0,1964 Niigata M=7.5,Road Site,No,A,6.499999999999999,8.202099737532809,2460.6299212598424,1641.7322834645668,0.8761958863068352,0.18,7.6,0.15364945848006553,0.0,14.399564639395676,14.96258996556409,78.60656677677164,117.81559768700787,0.0,0.15364945848006553,0.15852730885172026,1.031746616095543,0,0.9692302202883084
16.0,1964 Niigata M=7.5,Showa Br 4,No,B,6.000000000000001,4.0,2400.6299212598424,1421.8834645669292,0.9948013236969132,0.18,7.6,0.19650944419700406,0.0,42.04224877961634,42.83606167332651,68.08014840909355,114.94278215300787,0.0,0.19650944419700406,12.405232744644824,63.12792138482855,0,0.01584085105390986
17.0,1968 Tokachioki M=7.9,Hachinohe - 2,No,B,5.486400000000001,7.0,2180.0,1493.6,0.9881750932281516,0.225,8.3,0.2109366122780299,5.0,38.365283152604846,39.12839722022823,71.51395469303999,104.378964402,0.0,0.21093661227802993,2.4615411328404813,11.669577444412495,0,0.08569290574259907
18.0,1968 Tokachioki M=7.9,Hachinohe - 4,No,B,2.4384,3.0,955.0,643.0,0.9970797747637421,0.225,8.3,0.2165799156944532,5.0,25.08557681723125,25.73781919427411,30.7870064727,45.7256472495,0.0,0.21657991569445323,0.2776782130139999,1.2821050932799467,0,0.7799672626225584
29.0,1976 Guatemala M=7.5,Amatitlan B-3&4,No,C,10.2108,12.49,2640.2999999999997,1329.2759999999998,0.6820243678113518,0.135,7.5,0.11887352163031636,3.0,14.289302694217092,14.85140744820116,63.64607902955639,126.41824757366999,0.0,0.11887352163031636,0.16281004533889262,1.369607319662103,0,0.7301362847905273
32.0,1976 Tangshan Ms=7.8,Luan Nan-L1,No,B,3.5000000000000004,9.350393700787402,1201.6076115485564,1068.5367454068241,0.9889165364927933,0.22,7.6,0.1590262748415347,5.0,23.870594565535534,24.5126931086058,51.16181601424213,57.53328353715551,0.0,0.1590262748415347,0.29983423793639224,1.8854383543547681,0,0.530380639436084
35.0,1976 Tangshan Ms=7.8,Tangshan City,No,B,4.5,9.84251968503937,1697.8346456692914,1390.748031496063,0.9959711905973061,0.5,7.6,0.39516372875344286,10.0,33.14093326565711,34.57992566096781,66.58937581269686,81.29276240403543,0.0,0.39516372875344286,1.0751705371831655,2.7208229373045616,0,0.367535860672606
39.0,1977 Argentina M=7.4,San Juan B-4,No,B,2.4384,4.0,940.0,690.4,0.977677432493602,0.2,7.5,0.17304777266905877,4.0,13.76124510171463,14.318941125827264,33.05653074456,45.007443366,0.0,0.17304777266905874,0.16552884122968534,0.9565499669634417,1,1.0454236940433859
40.0,1977 Argentina M=7.4,San Juan B-5,No,B,2.8956,7.0,1082.5,926.5,0.9872236511673775,0.2,7.5,0.14994824426392792,3.0,13.825927713243761,14.38416376966662,44.36105987085,51.83038025925,0.0,0.14994824426392792,0.16452857061570741,1.0972357257222451,0,0.9113811887065192
42.0,1978 Miyagiken-Oki M=6.7,Arahama,No,B,4.999999999999999,3.0,1938.5039370078737,1102.0818897637794,0.9364885657102575,0.1,6.5,0.10707021070710511,0.0,12.400043739662419,12.946375152810031,52.76796621089102,92.81607038260628,0.0,0.1070702107071051,0.16349998594516169,1.5270352497243376,0,0.654863730343174
43.0,1978 Miyagiken-Oki M=6.7,Hiyori-18,No,B,3.2499999999999996,8.0,1199.527559055118,1033.3732283464567,0.9762229164445038,0.14,6.5,0.1031201212243914,20.0,12.188204711900912,14.366455825176802,49.478177713557166,57.43369008524409,0.0,0.1031201212243914,0.1808118769084375,1.7534102439133805,0,0.5703171881602174
44.0,1978 Miyagiken-Oki M=6.7,Ishinomaki-2,No,B,3.7,4.593175853018372,1410.761154855643,939.8950131233596,0.9161564376573976,0.12,6.5,0.1072601470225814,10.0,5.736617195880821,6.718014705412181,45.002416567165355,67.54760934055119,0.0,0.1072601470225814,0.10804569517241754,1.007323765365255,0,0.9927294822011874
45.0,1978 Miyagiken-Oki M=6.7,Kitawabuchi-2,No,B,3.5000000000000004,9.84251968503937,1181.1023622047244,1078.740157480315,0.877762610671533,0.14,6.5,0.08745590974938998,5.0,13.488875965016673,14.04429799105397,51.650358025984254,56.55148688976378,0.0,0.08745590974938998,0.1762226760903313,2.0149887708595986,0,0.4962806812930267
46.0,1978 Miyagiken-Oki M=6.7,Nakajima-18,No,B,4.2672,8.0,1630.0,1255.6,0.96622946153025,0.14,6.5,0.1141452819598455,3.0,12.197522800033601,12.742163374665095,60.11845307484,78.044822007,0.0,0.1141452819598455,0.1592843379986318,1.3954526657936286,0,0.7166133431199367
48.0,1978 Miyagiken-Oki M=6.7,Nakamura 5,No,B,3.3716000000000004,4.2650918635170605,1284.750656167979,860.6435695538058,0.9697321849843776,0.12,6.5,0.11291247642240572,4.0,9.601467109488723,10.124433328077778,41.20783693085638,61.51419403926772,0.0,0.11291247642240572,0.13822482259571095,1.2241766984067528,0,0.816875538720419
49.0,1978 Miyagiken-Oki M=6.7,Oiiri-1,No,B,5.9436,14.0,2200.0,1856.8,0.831937285169763,0.14,6.5,0.08969939923038915,5.0,9.271065739857562,9.79127345178269,88.90406472552,105.33656958,0.0,0.08969939923038915,0.12629909353256588,1.4080260806225908,0,0.7102141173108293
50.0,1978 Miyagiken-Oki M=6.7,Shiomi-6,No,B,4.5,8.0,1691.6535433070867,1269.5937007874015,0.9412306978868393,0.14,6.5,0.11412587997148808,10.0,9.307071323712861,10.34808796567014,60.788475091509916,80.99680962264567,0.0,0.11412587997148808,0.13565954266817343,1.1886834318566926,0,0.8412668782957848
51.0,1978 Miyagiken-Oki M=6.7,Yuriage Br-1,No,B,3.48996,5.577427821522309,1233.0885826771653,866.6400787401574,0.9804172711837614,0.12,6.5,0.10880805895668304,10.0,3.997713689219127,4.950075139266787,41.49495134319512,59.04060058521673,0.0,0.10880805895668305,0.0955983692393568,0.8785964032077341,1,1.138179027764084
52.0,1978 Miyagiken-Oki M=6.7,Yuriage Br-2,No,B,2.4384,4.2650918635170605,893.3727034120734,660.3144356955381,0.9951917519395981,0.12,6.5,0.10502271891535954,7.0,18.69483437963232,19.533275264596224,31.616026136509767,42.77491633356299,0.0,0.10502271891535954,0.25969034953857784,2.4727064031532913,0,0.404415177930045
53.0,1978 Miyagiken-Oki M=6.7,Yuriage Br-3,No,B,2.9999999999999996,0.8530183727034121,1172.5721784776902,611.6272965879265,0.9829276843778263,0.12,6.5,0.14698360534554317,12.0,11.180542577188449,12.467302219553615,29.284873310937005,56.14305948444881,0.0,0.14698360534554314,0.16343842995523933,1.111950067975354,0,0.8993209576584734
54.0,1978 Miyagiken-Oki M=6.7,Yuriagekami-1,No,B,3.6500000000000004,5.971128608923884,1257.5459317585303,882.9002624671916,0.9742882119483529,0.12,6.5,0.1082416144741319,60.0,2.7049066079602393,5.962616552500186,42.27349314980709,60.21162479124016,0.0,0.1082416144741319,0.10279658649944916,0.9496956138252721,1,1.0529689570452023
55.0,1978 Miyagiken-Oki M=6.7,Yuriagekami-2,No,B,3.7500000000000004,2.7887139107611545,1420.6036745406825,826.9028871391076,0.9641459894396188,0.12,6.5,0.12919801082103513,0.0,12.282401062974957,12.827750282531886,39.59232432137795,68.01887173129921,0.0,0.1291980108210351,0.16668949569195934,1.2901862391895287,0,0.7750818987405893
60.0,1978 Miyagiken-Oki M=7.4,Ishinomaki-4,No,B,4.2,4.593175853018372,3015.475065616798,2442.246719160105,0.9723687569638935,0.2,7.7,0.15607759173828006,10.0,23.533463271357142,24.812030968475185,116.93540521106141,144.38172684822678,0.0,0.15607759173828004,0.2662159625140214,1.7056642119416332,0,0.5862818677901764
62.0,1978 Miyagiken-Oki M=7.4,Kitawabuchi-3,No,B,4.274,10.0,1582.6771653543308,1331.6850393700788,0.9909899339827916,0.28,7.7,0.2143539282713186,0.0,17.962388503752038,18.555159691395538,63.76142445829607,75.77899243228347,0.0,0.2143539282713186,0.19488156541336152,0.9091578912735859,1,1.0999189575302026
63.0,1978 Miyagiken-Oki M=7.4,Nakajima-2,No,B,4.572,8.0,1755.0,1318.2,0.9672278741913661,0.24,7.7,0.2008857892551299,26.0,14.929640070565762,17.880384765578768,63.11575728198,84.0298543695,0.0,0.20088578925512987,0.18798152262903622,0.9357631683458458,1,1.0686464629375252
64.0,1978 Miyagiken-Oki M=7.4,Nakamura 1,No,B,2.9999999999999996,2.952755905511811,1186.0236220472439,756.1023622047244,0.9919211248233346,0.32,7.7,0.323633312582297,4.0,24.90931437648266,25.56008514607441,36.20237685726378,56.787118085137784,0.0,0.323633312582297,0.31811908356176677,0.9829614912737761,1,1.0173338517098411
72.0,1978 Miyagiken-Oki M=7.4,Yuriage Br-5,No,B,7.499999999999999,4.2650918635170605,3054.4619422572177,1785.1706036745406,0.9770992558026345,0.24,7.7,0.260806416812011,17.0,24.587158162629407,26.79063390730368,85.4744306846063,146.24842859547243,0.0,0.260806416812011,0.33134595245942056,1.2704670249668526,0,0.7871121251856896
75.0,1978 Miyagiken-Oki M=7.4,Yuriagekami-3,No,B,5.999999999999999,7.0538057742782145,2354.822834645669,1566.6338582677163,0.9700039503676892,0.24,7.7,0.22745151372478023,0.0,26.03347738008201,26.693633737694274,75.01083473536416,112.74952698646652,0.0,0.2274515137247802,0.33566255375132703,1.4757543190391065,0,0.6776195651936971
76.0,1979 Imperial Valley ML=6.6,Heber Road A1,No,A,3.4000000000000004,5.905511811023622,1246.7191601049867,919.1601049868766,0.82,0.47,6.53,0.33978369503141054,13.0,46.51243031767443,48.67337935450961,44.00962379732283,59.69323616141732,0.0,0.3397836950314106,391.59009841867163,1152.4687739429992,0,0.0008677024684830721
78.0,1979 Imperial Valley ML=6.6,Heber Road A3,No,A,3.35,5.905511811023622,1200.7874015748032,883.4645669291339,0.75,0.47,6.53,0.31142212566844923,25.25,18.646848603882333,21.66920146588596,42.300512193543305,57.49401167125985,0.0,0.3114221256684492,0.30228975688920273,0.9706752731211875,1,1.0302106458162053
79.0,1979 Imperial Valley ML=6.6,Kornbloom B,No,A,4.038600000000001,9.0,1410.0,1144.8,0.83,0.13,6.53,0.08638220649895179,83.0,7.094447335107455,10.60869387187321,54.81332038872,67.511165049,0.0,0.08638220649895179,0.1390122517913215,1.6092695177103211,0,0.6213999513411566
82.0,1979 Imperial Valley ML=6.6,Radio Tower B2,No,B,2.49936,6.561679790026246,852.766404199475,750.5352230971129,0.99,0.18,6.53,0.13160732442485837,18.0,16.578089583290453,18.670459033495145,35.93582079545902,40.83067621429291,0.0,0.13160732442485837,0.2434178737080562,1.8495769500050616,0,0.5406641772851155
84.0,1980 Mid-Chiba M=6.1,Owi-1,No,A,5.499999999999999,3.280839895013123,2165.354330708661,1244.0944881889761,0.8073673104195165,0.07858116822750856,6.1,0.07177589320514086,30.0,8.892013279426314,11.994271395947731,59.56756619055117,103.67772596456692,0.0,0.07177589320514084,0.15758658483496812,2.1955363813387025,0,0.45546956474948586
85.0,1980 Mid-Chiba M=6.1,Owi-2,No,B,14.5,3.280839895013123,5708.661417322834,2944.8818897637793,0.4913743672019736,0.07858116822750856,6.1,0.04865312490990144,27.0,3.7247952168743366,6.28386677594733,141.001707311811,273.3321866338582,0.0,0.04865312490990144,0.09786521686823418,2.0114888211079234,0,0.4971441996129028
88.0,1981 Westmorland ML=5.6,Radio Tower B2,No,B,2.49936,6.561679790026246,852.766404199475,750.5352230971129,0.98,0.16,5.9,0.11580262889908977,18.0,16.578089583290453,18.670459033495145,35.93582079545902,40.83067621429291,0.0,0.11580262889908975,0.27008167611908407,2.3322585910759663,0,0.428768921176386
89.0,1981 Westmorland ML=5.6,River Park A,No,B,1.0524,1.0,369.8031496062992,216.7511811023622,0.99,0.17,5.9,0.1866408078859609,91.0,3.9806130189093385,7.312878684807904,10.37810266806189,17.70627054518504,0.0,0.18664080788596088,0.1205212284206358,0.6457388916483648,1,1.5486135540749602
90.0,1981 WestMorland ML=5.6,River Park C,No,A,4.2672,1.0,1595.0,783.8000000000001,0.97,0.17,5.9,0.21811696223526406,13.181818181818182,19.91023883219167,21.515873146196117,37.52854692582,76.3690129455,0.0,0.2181169622352641,0.3385663213967918,1.5522237148691325,0,0.6442370326008773
92.0,1981Westmorland ML=5.6,McKim Ranch A,No,A,2.7432000000000003,5.0,1030.0,780.4,0.93,0.09,5.9,0.07180567657611481,19.75,7.948480628063765,9.959684378161528,37.365754045559996,49.316666667,0.0,0.07180567657611482,0.1445305726555375,2.0128014879482894,0,0.49681998249083714
93.0,1983 Nihonkai-Chubu M=7.1,Arayamotomachi,No,B,3.2500000000000004,3.280839895013123,1177.0013123359581,716.3713910761155,0.9348548998115003,0.15,7.1,0.149757140107484,5.0,7.888457144880974,8.397121517784523,34.30004767327756,56.35512756028544,0.0,0.14975714010748403,0.1199128085906008,0.8007151345474195,1,1.2488836002397037
94.0,1983 Nihonkai-Chubu M=7.1,Arayamotomachi Coarse Sand,No,B,9.25,3.280839895013123,3576.1154855643044,1887.1391076115485,0.6976862104203739,0.15,7.1,0.12890577540407727,0.0,16.878014485944014,17.461732282078717,90.3567090527559,171.2253353051181,0.0,0.12890577540407727,0.19082583025630478,1.480351284945368,0,0.675515338939909
96.0,1983 Nihonkai-Chubu M=7.7,Akita Station,No,B,2.9999999999999996,5.741469816272965,1181.1023622047242,925.1968503937006,0.999064072607002,0.204,7.7,0.16911816514172995,2.6666666666666665,16.04500003773038,16.621763032469705,44.298664730314954,56.551486889763765,0.0,0.16911816514172992,0.18250272454541858,1.079143239240277,0,0.9266610433513957
101.0,1983 Nihonkai-Chubu M=7.7,Hakodate,No,A,5.25,5.2493438320209975,2066.9291338582675,1319.6850393700788,0.9170543381844595,0.051,7.7,0.047613915388358546,66.0,5.2231858774809785,8.628070850624795,63.18686135149607,98.96510205708661,0.0,0.047613915388358546,0.11201633392104127,2.3525965677762537,0,0.425062254063063
109.0,1983 Nihonkai-Chubu M=7.7,Ohama No. Rvt. (1),No,B,5.5470165584878455,4.757217847769029,2251.07306368432,1412.3137682458632,0.972801054587509,0.174,7.7,0.17536585458427112,3.0,23.95102970607684,24.593799798636883,67.62194887164652,107.78196109202143,0.0,0.1753658545842711,0.2853495257741688,1.6271669673131584,0,0.614565081573183
111.0,1987 Elmore Ranch Mw=6.2,Radio Tower B1,No,B,4.25,6.561679790026246,1505.0853018372704,1044.4553805774278,0.97,0.09,6.2,0.08177090859117324,43.5,6.184651436915766,9.645727049010592,50.00879403154528,72.06387391855316,0.0,0.08177090859117322,0.13455116724183014,1.6454649894443543,0,0.6077309492544616
112.0,1987 Elmore Ranch Mw=6.2,Wildlife B,No,A,4.7244,3.0,1800.0,1020.0,0.75,0.13,6.2,0.11183823529411765,26.2,11.28066816319271,14.094473729768104,48.837864078,86.18446602,0.0,0.11183823529411764,0.1839642550551191,1.6449137861601706,0,0.607934597189051
118.0,1987 Superstition Hills Mw=6.6,Radio Tower B1,No,B,4.25,6.561679790026246,1505.0853018372704,1044.4553805774278,0.94,0.2,6.54,0.1760931364850008,43.5,6.184651436915766,9.645727049010592,50.00879403154528,72.06387391855316,0.0,0.1760931364850008,0.1311722061549217,0.7449024350025967,1,1.3424576870882614
113.0,1987 Superstition Hills Mw=6.7,Heber Road A1,No,A,3.4000000000000004,5.905511811023622,1246.7191601049867,919.1601049868766,0.96,0.156,6.54,0.13203426613363792,13.0,46.51243031767443,48.67337935450961,44.00962379732283,59.69323616141732,0.0,0.13203426613363792,390.21071411652036,2955.3745822434475,0,0.0003383665833793875
